PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_84	chr5	842113	842113	+	9.65264	NA	intron (NM_024786, intron 4 of 12)	intron (NM_024786, intron 4 of 12)	8873	NM_024786	79844	Hs.654874	NM_024786	ENSG00000188818	ZDHHC11	ZNF399	zinc finger DHHC-type containing 11	protein-coding
master_peak_4665	chr5	106357322	106357322	+	9.65065	NA	Intergenic	Intergenic	653692	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
master_peak_4090	chr5	92678983	92678983	+	9.65065	NA	Intergenic	Intergenic	892360	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_6827	chr5	149073617	149073617	+	9.64586	NA	intron (NR_122044, intron 2 of 2)	intron (NR_122044, intron 2 of 2)	10300	NR_122044	255187	Hs.149321	NR_122044	ENSG00000250072	SH3TC2-DT	-	SH3TC2 divergent transcript	ncRNA
master_peak_4805	chr5	109824022	109824022	+	9.6397	NA	intron (NM_002372, intron 16 of 21)	intron (NM_002372, intron 16 of 21)	-59160	NR_033175	100289673	Hs.368405	NR_033175		LINC01848	-	long intergenic non-protein coding RNA 1848	ncRNA
master_peak_755	chr5	13878719	13878719	+	9.6397	NA	intron (NM_001369, intron 21 of 78)	L1M3de|LINE|L1	65761	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
master_peak_4886	chr5	111694606	111694606	+	9.63401	NA	intron (NR_040093, intron 2 of 6)	intron (NR_040093, intron 2 of 6)	61645	NM_001142483	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
master_peak_2961	chr5	67672960	67672960	+	9.6291	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-26171	NR_147169	105379006		NR_147169	ENSG00000249736	LINC02242	-	long intergenic non-protein coding RNA 2242	ncRNA
master_peak_2568	chr5	59615703	59615703	+	9.61758	NA	intron (NM_001165899, intron 3 of 16)	intron (NM_001165899, intron 3 of 16)	-28078	NM_001364604	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_4407	chr5	98632057	98632057	+	9.61166	NA	Intergenic	Intergenic	-136575	NM_001366510	285704	Hs.526902	NM_173670	ENSG00000174136	RGMB	DRAGON	repulsive guidance molecule BMP co-receptor b	protein-coding
master_peak_1535	chr5	34869747	34869747	+	9.61065	NA	intron (NM_001317949, intron 8 of 10)	intron (NM_001317949, intron 8 of 10)	30366	NM_001317949	153657	Hs.435742	NM_144725	ENSG00000205838	TTC23L	MC25-1	tetratricopeptide repeat domain 23 like	protein-coding
master_peak_1849	chr5	40231268	40231268	+	9.61055	NA	Intergenic	L1M5|LINE|L1	178977	NR_104633	102467077	Hs.148993	NR_104633		LINC00603	-	long intergenic non-protein coding RNA 603	ncRNA
master_peak_2496	chr5	58379418	58379418	+	9.60689	NA	Intergenic	MER41-int|LTR|ERV1	80668	NM_006622	10769	Hs.398157	NM_006622	ENSG00000145632	PLK2	SNK|hPlk2|hSNK	polo like kinase 2	protein-coding
master_peak_277	chr5	4924893	4924893	+	9.60684	NA	Intergenic	Intergenic	-109466	NR_026994	340094	Hs.665092	NR_026994	ENSG00000215231	LINC01020	-	long intergenic non-protein coding RNA 1020	ncRNA
master_peak_5926	chr5	135011386	135011386	+	9.60684	NA	intron (NM_178019, intron 7 of 7)	MIR|SINE|MIR	-21888	NR_161235	100996485		NR_161235		C5orf66	-	chromosome 5 open reading frame 66	ncRNA
master_peak_7355	chr5	158661013	158661013	+	9.60254	NA	Intergenic	AluJr|SINE|Alu	-251240	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_3473	chr5	78641043	78641043	+	9.59784	NA	intron (NM_005779, intron 1 of 4)	intron (NM_005779, intron 1 of 4)	7729	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
master_peak_5521	chr5	127217279	127217279	+	9.59329	NA	Intergenic	Intergenic	-73485	NM_001308121	84466	Hs.438709	NM_032446	ENSG00000145794	MEGF10	EMARDD	multiple EGF like domains 10	protein-coding
master_peak_342	chr5	6183785	6183785	+	9.5837	NA	Intergenic	Intergenic	153507	NR_028351	401172	Hs.376760	NM_001001702	ENSG00000250490	LINC02145	-	long intergenic non-protein coding RNA 2145	ncRNA
master_peak_1016	chr5	17919008	17919008	+	9.56027	NA	intron (NR_134286, intron 5 of 7)	intron (NR_134286, intron 5 of 7)	111734	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_5474	chr5	126415325	126415325	+	9.56027	NA	intron (NM_001146319, intron 1 of 13)	intron (NM_001146319, intron 1 of 13)	-7821	NM_001146320	65983	Hs.363558	NM_023927	ENSG00000155324	GRAMD2B	GRAMD3|NS3TP2	GRAM domain containing 2B	protein-coding
master_peak_1417	chr5	32815026	32815026	+	9.55296	NA	Intergenic	THE1A|LTR|ERVL-MaLR	103705	NM_000908	4883	Hs.13528	NM_000908	ENSG00000113389	NPR3	ANP-C|ANPR-C|ANPRC|C5orf23|GUCY2B|NPR-C|NPRC	natriuretic peptide receptor 3	protein-coding
master_peak_3143	chr5	72682175	72682175	+	9.55148	NA	Intergenic	L1MA4A|LINE|L1	-21506	NR_105007	102477328	Hs.254516	NR_105007	ENSG00000248371	LINC02056	-	long intergenic non-protein coding RNA 2056	ncRNA
master_peak_3913	chr5	88724568	88724568	+	9.55148	NA	intron (NM_001131005, intron 10 of 10)	intron (NM_001131005, intron 10 of 10)	-33527	NR_152233	645323	Hs.12827	NR_015436	ENSG00000245526	LINC00461	ECONEXIN|EyeLinc1|VISC	long intergenic non-protein coding RNA 461	ncRNA
master_peak_3481	chr5	78777090	78777090	+	9.54391	NA	TTS (NM_000046)	TTS (NM_000046)	-128318	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
master_peak_8005	chr5	172534569	172534569	+	9.53575	NA	Intergenic	MER45C|DNA|hAT-Tip100	24445	NR_146726	105377728	Hs.131465	NR_146726		LINC01944	CTB-54I1.1	long intergenic non-protein coding RNA 1944	ncRNA
master_peak_5163	chr5	119180624	119180624	+	9.53443	NA	intron (NM_001290321, intron 28 of 43)	intron (NM_001290321, intron 28 of 43)	25987	NR_049892	100847085		NR_049892	ENSG00000264536	MIR5706	-	microRNA 5706	ncRNA
master_peak_7266	chr5	157281337	157281337	+	9.52919	NA	intron (NM_014376, intron 1 of 30)	L1MC5|LINE|L1	12013	NM_014376	26999	Hs.519702	NM_014376	ENSG00000055163	CYFIP2	EIEE65|PIR121	cytoplasmic FMR1 interacting protein 2	protein-coding
master_peak_4074	chr5	92309823	92309823	+	9.51855	NA	Intergenic	Intergenic	-926506	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_5986	chr5	135843913	135843913	+	9.51387	NA	intron (NR_146141, intron 2 of 8)	intron (NR_146141, intron 2 of 8)	9237	NM_001349336	153328	Hs.412418	NM_145282	ENSG00000145832	SLC25A48	-	solute carrier family 25 member 48	protein-coding
master_peak_5710	chr5	131645212	131645212	+	9.51076	NA	intron (NM_133372, intron 17 of 17)	AluJo|SINE|Alu	-9983	NM_001164390	51735	Hs.483329	NM_016340	ENSG00000158987	RAPGEF6	KIA001LB|PDZ-GEF2|PDZGEF2|RA-GEF-2|RAGEF2	Rap guanine nucleotide exchange factor 6	protein-coding
master_peak_4555	chr5	102812380	102812380	+	9.50255	NA	intron (NM_001364582, intron 1 of 24)	intron (NM_001364582, intron 1 of 24)	4182	NM_001364582	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
master_peak_4974	chr5	113221722	113221722	+	9.50222	NA	intron (NM_001085377, intron 3 of 18)	LTR8|LTR|ERV1	73216	NM_002387	4163	Hs.593171	NM_002387	ENSG00000171444	MCC	MCC1	MCC regulator of WNT signaling pathway	protein-coding
master_peak_5327	chr5	123125492	123125492	+	9.49172	NA	intron (NM_001136239, intron 3 of 7)	intron (NM_001136239, intron 3 of 7)	-35176	NR_146771	105379152	Hs.537420	NR_146771		LOC105379152	-	uncharacterized LOC105379152	ncRNA
master_peak_6624	chr5	145736674	145736674	+	9.48698	NA	Intergenic	Intergenic	98668	NM_182960	153768	Hs.314261	NM_138492	ENSG00000186314	PRELID2	-	PRELI domain containing 2	protein-coding
master_peak_3889	chr5	88297521	88297521	+	9.48594	NA	intron (NR_105019, intron 6 of 7)	Tigger3|DNA|TcMar-Tigger	28505	NR_105019	100505894	Hs.559426	NR_039993	ENSG00000247828	TMEM161B-AS1	linc-POLR3G-8	TMEM161B antisense RNA 1	ncRNA
master_peak_2505	chr5	58496822	58496822	+	9.48289	NA	TTS (NM_001304428)	TTS (NM_001304428)	5387	NM_001304428	202309	Hs.547697	NM_152687	ENSG00000175857	GAPT	C5orf29	GRB2 binding adaptor protein, transmembrane	protein-coding
master_peak_4192	chr5	94872967	94872967	+	9.47655	NA	intron (NM_001297777, intron 11 of 19)	intron (NM_001297777, intron 11 of 19)	208899	NM_001002796	79772	Hs.591248	NM_024717	ENSG00000175471	MCTP1	-	multiple C2 and transmembrane domain containing 1	protein-coding
master_peak_7405	chr5	159464445	159464445	+	9.47124	NA	intron (NR_027110, intron 1 of 6)	intron (NR_027110, intron 1 of 6)	1831	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
master_peak_8206	chr5	176135213	176135213	+	9.46893	NA	Intergenic	Intergenic	15664	NR_038402	100507387	Hs.368516	NR_038402	ENSG00000251623	LOC100507387	-	uncharacterized LOC100507387	ncRNA
master_peak_1275	chr5	28217229	28217229	+	9.4682	NA	Intergenic	LTR43B|LTR|ERV1	70436	NR_134265	105374698	Hs.124461	NR_134265	ENSG00000249785	LINC02103	-	long intergenic non-protein coding RNA 2103	ncRNA
master_peak_4268	chr5	96157494	96157494	+	9.46452	NA	intron (NR_130776, intron 1 of 4)	intron (NR_130776, intron 1 of 4)	78356	NR_030309	693168		NR_030309	ENSG00000207578	MIR583	MIRN583|hsa-mir-583	microRNA 583	ncRNA
master_peak_1461	chr5	33642584	33642584	+	9.45915	NA	intron (NM_001324512, intron 10 of 21)	L3|LINE|CR1	201808	NR_047678	6897	Hs.481860	NM_152295	ENSG00000113407	TARS	ThrRS	threonyl-tRNA synthetase	protein-coding
master_peak_7573	chr5	163407495	163407495	+	9.45824	NA	Intergenic	Intergenic	-30076	NR_157051	900	Hs.79101	NM_004060	ENSG00000113328	CCNG1	CCNG	cyclin G1	protein-coding
master_peak_3789	chr5	85453386	85453386	+	9.45806	NA	Intergenic	Intergenic	-829058	NR_003719	285622	Hs.449272	NR_003719		NBPF22P	-	NBPF member 22, pseudogene	pseudo
master_peak_6933	chr5	150122513	150122513	+	9.45341	NA	intron (NM_002609, intron 15 of 22)	intron (NM_002609, intron 15 of 22)	-9141	NM_005211	1436	Hs.586219	NM_005211	ENSG00000182578	CSF1R	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	colony stimulating factor 1 receptor	protein-coding
master_peak_5542	chr5	127561600	127561600	+	9.44283	NA	Intergenic	MamRep137|DNA|TcMar-Tigger	43960	NM_130809	133619	Hs.483259	NM_130809	ENSG00000164244	PRRC1	-	proline rich coiled-coil 1	protein-coding
master_peak_8375	chr5	178818406	178818406	+	9.4351	NA	promoter-TSS (NR_024035)	promoter-TSS (NR_024035)	29	NR_024035	729522	Hs.382790	NR_024035	ENSG00000250420	AACSP1	AACSL	acetoacetyl-CoA synthetase pseudogene 1	pseudo
master_peak_1992	chr5	43079329	43079329	+	9.42201	NA	intron (NR_102752, intron 2 of 2)	FRAM|SINE|Alu	-11890	NR_104651	648987	Hs.649468	NR_034085	ENSG00000177738	LOC648987	-	uncharacterized LOC648987	ncRNA
master_peak_4128	chr5	93433785	93433785	+	9.42024	NA	intron (NR_109824, intron 4 of 5)	intron (NR_109824, intron 4 of 5)	137558	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_5610	chr5	128844765	128844765	+	9.42024	NA	Intergenic	Intergenic	-120362	NM_001317984	28965	Hs.49765	NM_014031	ENSG00000113396	SLC27A6	ACSVL2|FACVL2|FATP6|VLCS-H1	solute carrier family 27 member 6	protein-coding
master_peak_1047	chr5	18575342	18575342	+	9.417	NA	Intergenic	L1PA10|LINE|L1	768068	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_3637	chr5	81838860	81838860	+	9.41546	NA	Intergenic	MLT1F1|LTR|ERVL-MaLR	-87607	NM_012446	23635	Hs.102735	NM_012446	ENSG00000145687	SSBP2	HSPC116|SOSS-B2	single stranded DNA binding protein 2	protein-coding
master_peak_4729	chr5	107813234	107813234	+	9.41043	NA	Intergenic	Intergenic	-142297	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
master_peak_375	chr5	6805183	6805183	+	9.40716	NA	intron (NR_146281, intron 1 of 1)	L3|LINE|CR1	9303	NR_146281	109729133	Hs.582455	NR_146281	ENSG00000251365	LINC02236	-	long intergenic non-protein coding RNA 2236	ncRNA
master_peak_7766	chr5	168166017	168166017	+	9.4063	NA	TTS (NR_162139)	TTS (NR_162139)	172	NR_162139	113219458		NR_162139		MIR12125	-	microRNA 12125	ncRNA
master_peak_7089	chr5	151887248	151887248	+	9.4054	NA	intron (NM_001292000, intron 1 of 7)	intron (NM_001292000, intron 1 of 7)	37603	NM_000171	2741	Hs.121490	NM_000171	ENSG00000145888	GLRA1	HKPX1|STHE	glycine receptor alpha 1	protein-coding
master_peak_6714	chr5	147339669	147339669	+	9.39874	NA	intron (NM_001112724, intron 5 of 12)	THE1B-int|LTR|ERVL-MaLR	104643	NM_001287740	202374	Hs.585069	NM_145001	ENSG00000169302	STK32A	YANK1	serine/threonine kinase 32A	protein-coding
master_peak_7922	chr5	171312501	171312501	+	9.39535	NA	TTS (NM_021025)	TTS (NM_021025)	3253	NM_021025	30012	Hs.249125	NM_021025	ENSG00000164438	TLX3	HOX11L2|RNX	T cell leukemia homeobox 3	protein-coding
master_peak_1956	chr5	42430081	42430081	+	9.38861	NA	intron (NM_001242401, intron 1 of 10)	intron (NM_001242401, intron 1 of 10)	5100	NM_001242401	2690	Hs.125180	NM_000163	ENSG00000112964	GHR	GHBP|GHIP	growth hormone receptor	protein-coding
master_peak_4000	chr5	90645388	90645388	+	9.38245	NA	intron (NR_003149, intron 15 of 89)	intron (NR_003149, intron 15 of 89)	86591	NM_032119	84059	Hs.591777	NM_032119	ENSG00000164199	ADGRV1	FEB4|GPR98|MASS1|USH2B|USH2C|VLGR1|VLGR1b	adhesion G protein-coupled receptor V1	protein-coding
master_peak_3769	chr5	84568676	84568676	+	9.37943	NA	Intergenic	Intergenic	-183796	NM_005711	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
master_peak_940	chr5	16667233	16667233	+	9.3692	NA	intron (NM_012334, intron 40 of 40)	intron (NM_012334, intron 40 of 40)	-50175	NM_001034850	54463	Hs.481704	NM_019000	ENSG00000154153	RETREG1	FAM134B|JK-1|JK1	reticulophagy regulator 1	protein-coding
master_peak_4870	chr5	111411658	111411658	+	9.36879	NA	intron (NM_001744, intron 5 of 10)	intron (NM_001744, intron 5 of 10)	-100568	NR_040093	100505678	Hs.745061	NR_040093	ENSG00000246859	STARD4-AS1	-	STARD4 antisense RNA 1	ncRNA
master_peak_49	chr5	447138	447138	+	9.36191	NA	intron (NM_007277, intron 2 of 12)	intron (NM_007277, intron 2 of 12)	3962	NM_007277	11336	Hs.481464	NM_007277	ENSG00000180104	EXOC3	SEC6|SEC6L1|Sec6p	exocyst complex component 3	protein-coding
master_peak_7971	chr5	172087054	172087054	+	9.35577	NA	intron (NM_005990, intron 10 of 18)	intron (NM_005990, intron 10 of 18)	-80181	NM_012300	23291	Hs.484138	NM_012300	ENSG00000072803	FBXW11	BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos	F-box and WD repeat domain containing 11	protein-coding
master_peak_6390	chr5	141771430	141771430	+	9.35577	NA	Intergenic	Intergenic	-89200	NM_022481	64411	Hs.726187	NM_022481	ENSG00000120318	ARAP3	CENTD3|DRAG1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein-coding
master_peak_7961	chr5	171946749	171946749	+	9.35414	NA	intron (NM_033644, intron 1 of 12)	L2a|LINE|L2	60124	NM_033645	23291	Hs.484138	NM_012300	ENSG00000072803	FBXW11	BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos	F-box and WD repeat domain containing 11	protein-coding
master_peak_502	chr5	9350752	9350752	+	9.35128	NA	intron (NM_003966, intron 3 of 22)	MER77|LTR|ERVL	-160581	NR_109935	101929338	Hs.675861	NR_109935	ENSG00000251370	SEMA5A-AS1	CTD-2201E9.1	SEMA5A antisense RNA 1	ncRNA
master_peak_7827	chr5	169183268	169183268	+	9.34763	NA	intron (NM_003062, intron 4 of 35)	intron (NM_003062, intron 4 of 35)	80426	NR_030311	693170		NR_030311	ENSG00000207619	MIR585	MIRN585|hsa-mir-585|mir-585	microRNA 585	ncRNA
master_peak_4597	chr5	103506124	103506124	+	9.33889	NA	Intergenic	MLT1L|LTR|ERVL-MaLR	35861	NR_104670	102467212	Hs.641885	NR_104670	ENSG00000248757	LINC02115	-	long intergenic non-protein coding RNA 2115	ncRNA
master_peak_2661	chr5	61287161	61287161	+	9.33329	NA	Intergenic	Intergenic	-22232	NR_146624	105378992	Hs.621682	NR_146624	ENSG00000249279	LINC02057	-	long intergenic non-protein coding RNA 2057	ncRNA
master_peak_2497	chr5	58394753	58394753	+	9.32747	NA	Intergenic	Intergenic	65333	NM_006622	10769	Hs.398157	NM_006622	ENSG00000145632	PLK2	SNK|hPlk2|hSNK	polo like kinase 2	protein-coding
master_peak_3168	chr5	73160574	73160574	+	9.32617	NA	Intergenic	Intergenic	-9982	NR_134252	105379030		NR_134252	ENSG00000251599	LOC105379030	-	uncharacterized LOC105379030	ncRNA
master_peak_5727	chr5	132023233	132023233	+	9.32478	NA	Intergenic	Intergenic	-11165	NM_001205250	23305	Hs.14945	NM_015256	ENSG00000164398	ACSL6	ACS2|FACL6|LACS 6|LACS2|LACS5	acyl-CoA synthetase long chain family member 6	protein-coding
master_peak_6887	chr5	149649488	149649488	+	9.29834	NA	Intergenic	(ATTATAT)n|Simple_repeat|Simple_repeat	67990	NM_001001669	389337	Hs.256206	NM_001001669	ENSG00000183111	ARHGEF37	-	Rho guanine nucleotide exchange factor 37	protein-coding
master_peak_5894	chr5	134420833	134420833	+	9.29834	NA	Intergenic	AluSc|SINE|Alu	-8952	NM_080656	91368	Hs.156506	NM_080656	ENSG00000237190	CDKN2AIPNL	C2AIL	CDKN2A interacting protein N-terminal like	protein-coding
master_peak_4997	chr5	113608469	113608469	+	9.2818	NA	Intergenic	LTR8|LTR|ERV1	94775	NM_001345976	64848	Hs.231942	NM_022828	ENSG00000047188	YTHDC2	CAHL|hYTHDC2	YTH domain containing 2	protein-coding
master_peak_5149	chr5	118611709	118611709	+	9.27909	NA	intron (NR_104998, intron 3 of 4)	intron (NR_104998, intron 3 of 4)	15521	NR_104998	102467225	Hs.582523	NR_104998	ENSG00000249128	LINC02215	-	long intergenic non-protein coding RNA 2215	ncRNA
master_peak_2974	chr5	68053561	68053561	+	9.27078	NA	Intergenic	Intergenic	-136315	NR_105003	102467655	Hs.544102	NR_105003	ENSG00000253787	LINC02219	-	long intergenic non-protein coding RNA 2219	ncRNA
master_peak_3081	chr5	71883641	71883641	+	9.26663	NA	Intergenic	Intergenic	164366	NM_004291	9607	Hs.1707	NM_004291	ENSG00000164326	CARTPT	CART	CART prepropeptide	protein-coding
master_peak_6440	chr5	142342660	142342660	+	9.26116	NA	intron (NR_120664, intron 1 of 3)	intron (NR_120664, intron 1 of 3)	17367	NR_120664	101926941	Hs.658945	NR_120664	ENSG00000231185	SPRY4-AS1	THCAT68	SPRY4 antisense RNA 1	ncRNA
master_peak_2766	chr5	63553477	63553477	+	9.24367	NA	Intergenic	Intergenic	408815	NM_000524	3350	Hs.247940	NM_000524	ENSG00000178394	HTR1A	5-HT-1A|5-HT1A|5HT1a|ADRB2RL1|ADRBRL1|G-21|PFMCD	5-hydroxytryptamine receptor 1A	protein-coding
master_peak_4578	chr5	103216519	103216519	+	9.2296	NA	Intergenic	Intergenic	-42244	NM_033211	90355	Hs.482976	NM_033211	ENSG00000181751	C5orf30	-	chromosome 5 open reading frame 30	protein-coding
master_peak_191	chr5	2018024	2018024	+	9.21772	NA	Intergenic	Intergenic	130693	NR_109912	101929081	Hs.519180	NR_109912	ENSG00000249326	CTD-2194D22.4	-	uncharacterized LOC101929081	ncRNA
master_peak_5953	chr5	135404162	135404162	+	9.21693	NA	Intergenic	Charlie1a|DNA|hAT-Charlie	-4275	NM_004893	9555	Hs.420272	NM_004893	ENSG00000113648	H2AFY	H2A.y|H2A/y|H2AF12M|MACROH2A1.1|mH2A1|macroH2A1.2	H2A histone family member Y	protein-coding
master_peak_1020	chr5	17966984	17966984	+	9.21541	NA	Intergenic	LTR2752|LTR|ERV1	159710	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_1366	chr5	31833389	31833389	+	9.21119	NA	intron (NM_178140, intron 2 of 24)	AluJb|SINE|Alu	102770	NR_036241	100422874		NR_036241	ENSG00000266243	MIR4279	-	microRNA 4279	ncRNA
master_peak_5330	chr5	123176966	123176966	+	9.21119	NA	intron (NM_001136239, intron 6 of 7)	intron (NM_001136239, intron 6 of 7)	-86650	NR_146771	105379152	Hs.537420	NR_146771		LOC105379152	-	uncharacterized LOC105379152	ncRNA
master_peak_6559	chr5	143924126	143924126	+	9.19377	NA	Intergenic	Intergenic	111965	NM_021182	57824	Hs.158320	NM_021182	ENSG00000158497	HMHB1	HB-1|HB-1Y|HLA-HB1	histocompatibility minor HB-1	protein-coding
master_peak_7360	chr5	158719076	158719076	+	9.19179	NA	intron (NM_001324107, intron 11 of 15)	intron (NM_001324107, intron 11 of 15)	-309303	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_968	chr5	17130743	17130743	+	9.18036	NA	non-coding (NR_027253, exon 3 of 3)	non-coding (NR_027253, exon 3 of 3)	25249	NR_162112	113218490		NR_162112		MIR10522	-	microRNA 10522	ncRNA
master_peak_6204	chr5	139396307	139396307	+	9.16255	NA	TTS (NM_194296)	TTS (NM_194296)	-1203	NM_001161546	389333	Hs.729482	NM_001161546	ENSG00000228672	PROB1	C5orf65	proline rich basic protein 1	protein-coding
master_peak_4529	chr5	102450633	102450633	+	9.16203	NA	intron (NM_173488, intron 6 of 13)	L1PA15|LINE|L1	48368	NM_173488	133482	Hs.388874	NM_173488	ENSG00000205359	SLCO6A1	CT48|GST|OATP-I|OATP6A1|OATPY	solute carrier organic anion transporter family member 6A1	protein-coding
master_peak_6338	chr5	141018296	141018296	+	9.15599	NA	Intergenic	Intergenic	-33080	NM_013340	29930	Hs.278950	NM_013340	ENSG00000171815	PCDHB1	PCDH-BETA1	protocadherin beta 1	protein-coding
master_peak_4057	chr5	91636781	91636781	+	9.15599	NA	Intergenic	Intergenic	-253464	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_2643	chr5	61030482	61030482	+	9.15599	NA	intron (NM_174889, intron 1 of 3)	intron (NM_174889, intron 1 of 3)	85277	NM_174889	91942	Hs.591757	NM_174889	ENSG00000164182	NDUFAF2	B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin	NADH:ubiquinone oxidoreductase complex assembly factor 2	protein-coding
